600070	浙江富润	-0.04	95.78	-59.70	7	13	12	205	38.84	53.85	20150807	2	19970825,19990112,20010904,20020621,20030825,20040330,20070712,20080428,20100609,20111027,20130419,20150106,20150807	19980119,20000608,20020514,20030407,20040114,20061023,20070921,20081225,20100825,20130131,20130604,20150505
000420	吉林化纤	4.12	339.13	-71.39	8	15	14	212	56.93	53.33	20150807	2	19970226,19970715,20000106,20001012,20010906,20021022,20030411,20040615,20050113,20080229,20100714,20110607,20130422,20141216,20150807	19970403,19971017,20000316,20010420,20020516,20030305,20031210,20041014,20070828,20100305,20101026,20121017,20131017,20150420
600771	广誉远	20.16	198.14	-60.33	8	15	14	186	38.82	53.33	20150820	0	19970226,19980116,19980820,20001023,20010604,20021203,20030811,20040512,20051107,20080505,20090603,20100716,20111014,20131114,20150820	19970417,19980701,19991129,20001225,20020926,20030425,20040224,20050920,20060216,20081224,20091216,20100902,20120326,20141218
603988	中电电机	-18.49	12.28	12.28	1	2	1	44	12.28	50.00	20150724	2	20150217,20150724	20150402
000155	*ST川化	237.85	73.72	-16.44	6	12	11	111	33.31	50.00	20150806	2	20010910,20021022,20030911,20040615,20061124,20080912,20100708,20111028,20120530,20140114,20150108,20150806	20020425,20030319,20031230,20050725,20070330,20090219,20100916,20120307,20121108,20140409,20150507
000333	美的集团	25.21	42.52	42.52	1	2	1	82	42.52	50.00	20150805	2	20141029,20150805	20150119
000949	新乡化纤	-29.67	136.66	-68.14	7	14	13	182	34.32	50.00	20150805	2	19991203,20011024,20021022,20031009,20040622,20051116,20070711,20080219,20100212,20110106,20110826,20120613,20130417,20150805	20000703,20020712,20030408,20031204,20051026,20061227,20070907,20090223,20100916,20110414,20120314,20130226,20131022
000989	九 芝 堂	16.43	43.88	-24.76	7	14	13	111	17.51	50.00	20150731	2	20010911,20020531,20040618,20050114,20050719,20051208,20080424,20090907,20100714,20110414,20110518,20121008,20140513,20150731	20020109,20040212,20041102,20050412,20050923,20060711,20081128,20100107,20100906,20110427,20111214,20130308,20140821
002016	世荣兆业	62.64	34.38	-16.48	4	8	7	139	19.33	50.00	20150805	2	20040831,20060217,20071106,20100707,20110607,20120612,20131119,20150805	20050823,20060621,20090408,20101012,20120328,20120816,20140819
300295	三六五网	349.57	300.65	300.65	1	2	1	843	300.65	50.00	20150806	2	20121022,20150806	20150212
002169	智光电气	-13.55	28.91	-42.87	4	8	7	111	14.76	50.00	20150807	2	20080424,20080821,20100713,20110318,20110520,20111012,20130503,20150807	20080620,20090212,20100906,20110329,20110817,20120920,20130905
002352	鼎泰新材	2.58	13.60	-11.25	3	6	5	94	5.52	50.00	20150807	2	20100707,20110407,20121102,20130507,20140124,20150807	20100901,20110901,20130222,20130829,20140716
002361	神剑股份	-9.50	8.44	-20.56	2	4	3	152	7.67	50.00	20150810	2	20100707,20110426,20130510,20150810	20100825,20120521,20140121
002496	辉丰股份	-16.26	18.76	-27.63	3	6	5	105	10.94	50.00	20150810	2	20110308,20120531,20121207,20131105,20140401,20150810	20110919,20120917,20130204,20131108,20140826
002516	江苏旷达	-5.91	26.50	-46.96	2	4	3	143	21.58	50.00	20150807	2	20110804,20130503,20140509,20150807	20120919,20131202,20140721
002559	亚威股份	19.07	29.11	-15.21	3	6	5	135	19.12	50.00	20150804	2	20110511,20111027,20121207,20130506,20140410,20150804	20110808,20120801,20130312,20131025,20140827
002659	中泰桥梁	6.23	2.11	2.11	1	2	1	169	2.11	50.00	20150811	2	20120806,20150811	20130122
